instruction,output
"Sure, the loan amount is $200,000, the annual interest rate is 3.5%, and the loan term is 30 years.","name: calculate_mortgage_payment
arguments:
  loan_amount: 200000
  interest_rate: 3.5
  loan_term: 30"
"Hi, I need help with calculating a tip. My bill total is $85 and I want to leave a 15% tip.","name: calculate_tip
arguments:
  bill_total: 85
  tip_percentage: 15"
"The content should be ""Discuss project updates, assign new tasks, and review deadlines"".","name: create_note
arguments:
  title: Team Meeting
  content: ""Discuss project updates, assign new tasks, and review deadlines"""
"Sure, it's www.mywebsite.com.","name: generate_qr_code
arguments:
  content: www.mywebsite.com"
"Hi, I saw a dress in a shop that costs $200. They are offering a 20% discount. Can you tell me how much I will have to pay after the discount?","name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"I need to do laundry, grocery shopping, and clean the house.","name: create_todo_list
arguments:
  title: Weekend Chores
  tasks[3]: do laundry,grocery shopping,clean the house"
"Sure, the loan amount is $50000, the interest rate is 5% and the term is 60 months.","name: calculate_loan_payment
arguments:
  loan_amount: 50000
  interest_rate: 5
  loan_term: 60"
"Hi, I need to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"I have some chicken, bell peppers, onions, and tomatoes. What can I cook with these?","name: get_recipe
arguments:
  ingredients[4]: chicken,bell peppers,onions,tomatoes"
"I'm in the mood for a comedy movie, preferably something released after 2010 and with a good rating.","name: search_movies
arguments:
  title: """"
  genre: comedy
  year: 2010
  rating: 7"
"Hi, I am looking for a job in the field of data science in New York. Can you help me find some?","name: search_job
arguments:
  keywords[1]: data science
  location: New York"
"Sure, the total amount of the loan is $50000, the annual interest rate is 5%, and the term of the loan is 60 months.","name: calculate_loan_payment
arguments:
  loan_amount: 50000
  interest_rate: 5
  loan_term: 60"
"Hi, I need to convert 500 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from_currency: USD
  to_currency: EUR"
"Hi, I need help with calculating the tip for my bill. The total is $50 and I want to leave a 20% tip.


 Sure, I can help with that. Let me calculate it for you. <|endoftext|>","name: calculate_tip
arguments:
  bill_total: 50
  tip_percentage: 20"
"Hi, I need help with calculating the tip for my bill. The total amount is $50 and I want to leave a 15% tip.","name: calculate_tip
arguments:
  bill_amount: 50
  tip_percentage: 15"
"Hi, I need help with calculating a tip. My total bill is $50 and I want to leave a 15% tip.","name: calculate_tip
arguments:
  total_bill: 50
  tip_percentage: 15"
"Hi, I need to convert 1000 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from_currency: USD
  to_currency: EUR"
"Hi, I need to ship a package to New York. It weighs about 5 kilograms. Can you tell me how much it will cost?","name: calculate_shipping_cost
arguments:
  weight: 5
  destination: New York"
"Sure, here they are: {""name"": ""Sales"", ""value"": 500}, {""name"": ""Marketing"", ""value"": 300}, {""name"": ""R&D"", ""value"": 200}","name: generate_report
arguments:
  data[3]{name,value}:
    Sales,500
    Marketing,300
    R&D,200"
Here it is: www.example.com/image.jpg,"name: analyze_image
arguments:
  image_url: www.example.com/image.jpg"
I have a dress that I want to buy. It's originally priced at $200. I have a 10% discount coupon and a 20% discount coupon. Can you tell me how much I will have to pay after applying these discounts?,"name: calculate_discounted_price
arguments:
  original_price: 200
  discounts[2]: 10,20"
"I have chicken, bell peppers, onions, and tomatoes.


 Great! Let me find a recipe for you using these ingredients. <|endoftext|>","name: search_recipe
arguments:
  ingredients[4]: chicken,bell peppers,onions,tomatoes"
"I am looking for a book but I can't remember the author. The title is ""To Kill a Mockingbird"".","name: search_book
arguments:
  title: To Kill a Mockingbird"
"Hi, I need to convert 500 US dollars to Euros. Can you help me with that?


 Sure, I can help with that. Let me calculate the conversion for you. <|endoftext|>","name: convert_currency
arguments:
  amount: 500
  from: USD
  to: EUR"
"Hi, I need to convert 100 US dollars to Euros. Can you help me with that?


 Sure, I can help you with that. Let me do the conversion for you. <|endoftext|>","name: convert_currency
arguments:
  amount: 100
  from_currency: USD
  to_currency: EUR"
"I have some chicken, broccoli, and cheese. Can you find me a recipe?","name: search_recipes
arguments:
  ingredients[3]: chicken,broccoli,cheese"
I need to calculate the area of a rectangle. The length is 5 units and the width is 3 units.,"name: calculate_area
arguments:
  shape: rectangle
  dimensions:
    length: 5
    width: 3"
"Hi, I need help with calculating a tip. My bill amount is $50 and I want to leave a 15% tip.","name: calculate_tip
arguments:
  bill_amount: 50
  tip_percentage: 15"
"Hi, I have a sentence in French that I need translated into English. The sentence is ""Je suis très heureux de vous rencontrer"".","name: translate_text
arguments:
  text: Je suis très heureux de vous rencontrer
  source_language: French
  target_language: English"
I need to find the square root of 81.,"name: calculate_square_root
arguments:
  number: 81"
I need a random number between 1 and 100.,"name: generate_random_number
arguments:
  min: 1
  max: 100"
"Hi, I was born on 1990-05-15. Can you tell me how old I am?","name: calculate_age
arguments:
  birthdate: 1990-05-15"
"Hi, I am planning to retire soon. I have worked for 30 years and my average salary has been around $50000. Can you help me calculate my pension?","name: calculate_pension
arguments:
  years_of_service: 30
  average_salary: 50000"
"I have some chicken, bell peppers and tomatoes. Can you find me a recipe?","name: search_recipes
arguments:
  ingredients[3]: chicken,bell peppers,tomatoes"
"Sure, the loan amount is $50000, the annual interest rate is 5%, and the loan term is 60 months.","name: calculate_loan_payment
arguments:
  loan_amount: 50000
  interest_rate: 5
  loan_term: 60"
"I have some chicken, broccoli, and cheese. Can you find me a recipe?","name: search_recipe
arguments:
  ingredients[3]: chicken,broccoli,cheese"
I would like it to be 12 characters long.,"name: generate_password
arguments:
  length: 12"
"The content should be ""Discuss project updates and next steps"".","name: create_note
arguments:
  title: Team Meeting
  content: Discuss project updates and next steps"
"Hey, can you get me the latest sports news from the USA?


 Sure, I can help with that. Let me fetch the information for you. <|endoftext|>","name: get_news_headlines
arguments:
  category: sports
  country: USA"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"Hi, I need to convert 1000 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from_currency: USD
  to_currency: EUR"
"Hi, I need to convert 1000 USD to Euros. Can you help me with that?


 Sure, I can help you with that. Let me do the conversion for you. <|endoftext|>","name: convert_currency
arguments:
  amount: 1000
  from_currency: USD
  to_currency: EUR"
"Sure, the phone number is +1234567890 and the message is ""Hey, I will be late for the meeting. Start without me.""","name: send_sms
arguments:
  phone_number: ""+1234567890""
  message: ""Hey, I will be late for the meeting. Start without me."""
I need a random number between 1 and 100.,"name: generate_random_number
arguments:
  min: 1
  max: 100"
"My username should be ""JohnDoe"", password ""12345678"", and email ""johndoe@example.com"".","name: create_user_account
arguments:
  username: JohnDoe
  password: ""12345678""
  email: johndoe@example.com"
"Hi, can you tell me the current stock price of AAPL?","name: get_stock_price
arguments:
  symbol: AAPL"
"I have some chicken, tomatoes and basil. Can you find me a recipe?","name: search_recipes
arguments:
  ingredients[3]: chicken,tomatoes,basil"
"Yes, I'm interested in the NASDAQ.","name: search_quotes
arguments:
  symbol: AAPL
  exchange: NASDAQ"
"Hi, I need to convert 1000 USD to EUR. Can you help me with that?","name: convert_currency
arguments:
  from: USD
  to: EUR
  amount: 1000"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
The link is www.mywebsite.com.,"name: generate_qr_code
arguments:
  data: www.mywebsite.com"
"Hi, I need to convert 500 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from: USD
  to: EUR"
The task is to prepare a presentation for the annual meeting and the due date is 2022-05-15.,"name: create_todo
arguments:
  task: Prepare a presentation for the annual meeting
  due_date: 2022-05-15"
"Sure, the loan amount is $50000, the interest rate is 5% and the loan term is 10 years.","name: calculate_loan_repayment
arguments:
  loan_amount: 50000
  interest_rate: 5
  loan_term: 10"
"Hi, can you tell me the current stock price for Microsoft?","name: get_stock_price
arguments:
  stock_symbol: MSFT"
"Hi, I need to convert 1000 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from: USD
  to: EUR"
"Hi, I need help with calculating a tip. My bill amount is $50 and I want to leave a 20% tip.","name: calculate_tip
arguments:
  bill_amount: 50
  tip_percentage: 20"
"Yes, please include symbols.","name: generate_password
arguments:
  length: 12
  include_symbols: true"
I want to cook spaghetti. Can you help me with the recipe?,"name: get_recipe
arguments:
  dish_name: spaghetti"
"Hi, I need help with calculating the tip for my bill. The total amount is $50 and I want to give a 15% tip.","name: calculate_tip
arguments:
  bill_amount: 50
  tip_percentage: 15"
"Hi, can you tell me how old I am if I was born on 1990-05-15?


 Sure, let me calculate that for you. <|endoftext|>","name: calculate_age
arguments:
  birthdate: 1990-05-15"
I would like it to be 12 characters long.,"name: generate_random_password
arguments:
  length: 12"
I would like a password that is 12 characters long and has high complexity.,"name: generate_password
arguments:
  length: 12
  complexity: high"
"Sure, I want to encode my website URL which is ""www.mywebsite.com"".","name: generate_qr_code
arguments:
  text: www.mywebsite.com"
"Hi, I need to convert 500 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from_currency: USD
  to_currency: EUR"
I would like it to be 12 characters long.,"name: generate_password
arguments:
  length: 12"
"Sure, the loan amount is $300,000, the annual interest rate is 3.5%, and the loan term is 30 years.","name: calculate_mortgage_payment
arguments:
  loan_amount: 300000
  interest_rate: 3.5
  loan_term: 30"
What's the current price of Apple stock?,"name: get_stock_price
arguments:
  symbol: AAPL"
"Here they are. Grades: [90, 85, 92, 88, 91] and Credits: [3, 4, 3, 2, 3].","name: calculate_gpa
arguments:
  grades[5]: 90,85,92,88,91
  credits[5]: 3,4,3,2,3"
I would like it to be 12 characters long and it should include both numbers and symbols.,"name: generate_password
arguments:
  length: 12
  include_numbers: true
  include_symbols: true"
"Hi, can you tell me the distance between New York and Los Angeles?


 Sure, let me calculate that for you. <|endoftext|>","name: calculate_distance
arguments:
  start_location: New York
  end_location: Los Angeles"
"My username is JohnDoe, password is 12345678 and email is johndoe@gmail.com.","name: create_account
arguments:
  username: JohnDoe
  password: ""12345678""
  email: johndoe@gmail.com"
"Hi, I need to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"The content should be ""Discuss Q1 sales performance, Plan for Q2, Review marketing strategies"".","name: create_note
arguments:
  title: Team Meeting Agenda
  content: ""Discuss Q1 sales performance, Plan for Q2, Review marketing strategies"""
"Hi, can you help me check the status of my flight? It's BA 283.","name: check_flight_status
arguments:
  flight_number: BA 283"
"Hi, I need to convert 1000 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from_currency: USD
  to_currency: EUR"
"Let's name it ""Trip to Paris"". The tasks would be ""Book flight tickets"", ""Reserve hotel"", ""Plan sightseeing"", and ""Pack luggage"".","name: create_todo_list
arguments:
  name: Trip to Paris
  tasks[4]: Book flight tickets,Reserve hotel,Plan sightseeing,Pack luggage"
"Can you tell me about the movie ""Inception"" released in 2010?","name: get_movie_details
arguments:
  title: Inception
  year: 2010"
I saw a jacket I liked in a store. It was originally priced at $200 but there's a 20% discount. Can you tell me how much it would cost after the discount?,"name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
"The numbers are 5, 10, 15, 20, 25.","name: calculate_average
arguments:
  numbers[5]: 5,10,15,20,25"
"Hi, I am planning a road trip and I need to calculate the total distance. The route is New York, Chicago, Los Angeles, and then back to New York. Can you help me with that?","name: calculate_route_distance
arguments:
  locations[4]: New York,Chicago,Los Angeles,New York"
"Here they are: 5, 2, 9, 3, 7, 1, 6.","name: find_median
arguments:
  numbers[7]: 5,2,9,3,7,1,6"
"Hi, I need to convert 1000 USD to EUR. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from_currency: USD
  to_currency: EUR"
"Hi, I saw a dress that I liked in a store. It was originally priced at $200 but it's on a 20% discount. Can you tell me how much it will cost after the discount?","name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"Hi, can you tell me the current price of Apple's stock?","name: get_stock_price
arguments:
  symbol: AAPL"
"The title is ""Dentist Appointment"", the date is 2022-05-15, and the time is 10:00.","name: create_event
arguments:
  title: Dentist Appointment
  date: 2022-05-15
  time: ""10:00"""
I want to watch a movie but I can't decide. Can you suggest a comedy movie from 2015?,"name: search_movies
arguments:
  title: """"
  year: 2015
  genre: comedy"
"Yes, I would like to include numbers as well.","name: generate_password
arguments:
  length: 12
  include_uppercase: true
  include_numbers: true"
I'm in the mood for a comedy movie.,"name: search_movies
arguments:
  query: comedy"
"Can you tell me about the movie ""Inception"" released in 2010?","name: get_movie_details
arguments:
  title: Inception
  year: 2010"
"Hi, I saw a dress that I liked in a store. It was originally priced at $200 but there's a 20% discount on it. Can you tell me how much I will have to pay after the discount?","name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
I want to watch a movie but I can't decide. Can you suggest me a comedy movie from 2015?,"name: search_movies
arguments:
  genre: comedy
  release_year: 2015"
"Hi, I need to convert 1000 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from: USD
  to: EUR"
What is the definition of the word 'serendipity'?,"name: get_definition
arguments:
  word: serendipity"
"The content should be ""Discuss Q1 sales performance, Plan for Q2, Review team KPIs"".","name: create_note
arguments:
  title: Team Meeting Agenda
  content: ""Discuss Q1 sales performance, Plan for Q2, Review team KPIs"""
"Hi, I need to convert 500 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from: USD
  to: EUR"
"Can you tell me about the movie ""Inception""?","name: get_movie_details
arguments:
  movie_title: Inception"
"Let's name it ""Weekend Chores"". The tasks are ""Grocery shopping"", ""Laundry"", ""Clean the house"", and ""Prepare meals for next week"".","name: create_todo_list
arguments:
  title: Weekend Chores
  tasks[4]: Grocery shopping,Laundry,Clean the house,Prepare meals for next week"
What's the current price of Apple's stock?,"name: get_stock_price
arguments:
  symbol: AAPL"
"Hi, I would like to know the current stock price of Apple on NASDAQ.","name: get_stock_price
arguments:
  company: Apple
  exchange: NASDAQ"
"The title is ""Annual Sales Meeting"", the date is ""2022-05-15"", and the location is ""Conference Room 1"".","name: create_calendar_event
arguments:
  event_title: Annual Sales Meeting
  event_date: 2022-05-15
  event_location: Conference Room 1"
I would like it to be 12 characters long.,"name: generate_password
arguments:
  length: 12"
"Sure, my website URL is www.mywebsite.com.","name: generate_qr_code
arguments:
  data: www.mywebsite.com"
"Sure, the principal is $200,000, the interest rate is 3.5%, and the term is 30 years.","name: calculate_loan_payment
arguments:
  principal: 200000
  interest_rate: 3.5
  loan_term: 30"
"I have some chicken, broccoli, and cheese. Can you find me a recipe?","name: search_recipes
arguments:
  ingredients[3]: chicken,broccoli,cheese"
I would like it to be 12 characters long.,"name: generate_password
arguments:
  length: 12"
"The title is ""Grocery Shopping"" and the description is ""Buy fruits, vegetables, and bread"".","name: create_todo
arguments:
  title: Grocery Shopping
  description: ""Buy fruits, vegetables, and bread"""
Can you get me the latest news on technology?,"name: get_news
arguments:
  category: technology"
The task is to prepare a presentation for the next team meeting. The due date is next Monday and the priority level is high.,"name: create_todo
arguments:
  task: Prepare a presentation for the next team meeting
  due_date: next Monday
  priority: high"
"I am working on a project about the ocean. So, search for images related to the ocean. And I prefer blue color.","name: search_images
arguments:
  keywords[1]: ocean
  color: blue"
"Sure, the loan amount is $200,000, the annual interest rate is 3.5%, and the loan term is 30 years.","name: calculate_mortgage_payment
arguments:
  loan_amount: 200000
  interest_rate: 3.5
  loan_term: 30"
I would like it to be 12 characters long.,"name: generate_password
arguments:
  length: 12"
I need to add 45 and 67.,"name: add_numbers
arguments:
  number1: 45
  number2: 67"
"Hi, can you tell me the definition of the word 'serendipity'?


 Sure, let me find that for you. <|endoftext|>","name: get_definition
arguments:
  word: serendipity
  language: English"
"I want a 12 character password with uppercase letters, lowercase letters, and numbers. No symbols please.","name: generate_password
arguments:
  length: 12
  include_uppercase: true
  include_lowercase: true
  include_numbers: true
  include_symbols: false"
"Hi, I just had a meal at a restaurant and the bill was $50. I want to leave a 15% tip. Can you help me calculate how much that would be?


 Sure, I can help with that. Let me calculate it for you. <|endoftext|>","name: calculate_tip
arguments:
  bill_amount: 50
  tip_percentage: 15"
"Hi, I need help with calculating the tip for my bill. The total bill is $200 and I want to leave a 15% tip. Also, I need to split it among 4 people.","name: calculate_tip_split
arguments:
  total_bill: 200
  tip_percentage: 15
  number_of_people: 4"
"My username should be ""JohnDoe"", email is ""johndoe@example.com"" and password is ""password123"".","name: create_user_account
arguments:
  username: JohnDoe
  email: johndoe@example.com
  password: password123"
I am in the mood for a comedy movie.,"name: search_movies
arguments:
  query: comedy"
"Hi, can you tell me the current stock price of Microsoft?


 Sure, I can help with that. Let me fetch the information for you. <|endoftext|>","name: get_stock_price
arguments:
  symbol: MSFT"
"Sure, here they are: 85, 90, 78, 92, 88.","name: calculate_gpa
arguments:
  grades[5]: 85,90,78,92,88"
I would like it to be 12 characters long.,"name: generate_random_password
arguments:
  length: 12"
"I have chicken, broccoli, and cheese.","name: find_recipe
arguments:
  ingredients[3]: chicken,broccoli,cheese"
"Hi, I need to convert 1000 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  source_currency: USD
  target_currency: EUR"
I need a random number between 1 and 100.,"name: generate_random_number
arguments:
  min: 1
  max: 100"
"Hi, I need to know the distance between New York and Los Angeles.","name: calculate_distance
arguments:
  start_location: New York
  end_location: Los Angeles"
"My name is John Doe, my email is johndoe@example.com and my password is password123.","name: create_user
arguments:
  name: John Doe
  email: johndoe@example.com
  password: password123"
"Hi, I need to convert 1000 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from_currency: USD
  to_currency: EUR"
"Hi, I need a unique username for my new social media account. My name is John Doe.


 Sure, I can help with that. Let me generate a unique username for you. <|endoftext|>","name: generate_username
arguments:
  name: John Doe"
"Sure, the loan amount is $50000, the interest rate is 5% annually, and the loan term is 10 years.","name: calculate_loan_payment
arguments:
  loan_amount: 50000
  interest_rate: 5
  loan_term: 10"
"Hi, can you get me the latest sports news?


 Sure, I can help with that. Let me fetch the latest sports news for you. <|endoftext|>","name: get_news
arguments:
  category: sports"
"I have chicken, bell peppers, and rice.","name: search_recipes
arguments:
  ingredients[3]: chicken,bell peppers,rice"
"Sure, the principal is $200,000, the interest rate is 3.5% and the term is 30 years.","name: calculate_loan_payment
arguments:
  principal: 200000
  interest_rate: 3.5
  loan_term: 30"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"Hi, I need a random number between 1 and 100.","name: generate_random_number
arguments:
  min: 1
  max: 100"
"I am looking for a product named ""iPhone 12"".","name: search_product
arguments:
  product_name: iPhone 12"
I would like it to be 12 characters long.,"name: generate_password
arguments:
  length: 12"
I saw a dress that I liked. It was originally priced at $100 but it's on sale for 20% off. Can you calculate how much I'll have to pay?,"name: calculate_discount
arguments:
  original_price: 100
  discount_percentage: 20"
"Hi, can you tell me how old I am? My birthdate is 1990-05-15.","name: calculate_age
arguments:
  birthdate: 1990-05-15"
"Hi, I need to know the distance between New York and Los Angeles.","name: calculate_distance
arguments:
  origin: New York
  destination: Los Angeles"
"Hi, I need help with calculating a tip. My bill total is $50 and I want to leave a 20% tip. How much would that be?","name: calculate_tip
arguments:
  bill_total: 50
  tip_percentage: 20"
"I would like it to be 12 characters long and yes, please include numbers and symbols.","name: generate_random_password
arguments:
  length: 12
  include_numbers: true
  include_symbols: true"
"I would like it to be 12 characters long and yes, please include symbols.","name: generate_random_password
arguments:
  length: 12
  include_symbols: true"
"Hi, I need to know the distance between New York and Los Angeles.","name: calculate_distance
arguments:
  source: New York
  destination: Los Angeles"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"Hi, I need to calculate the area of a rectangle. The length is 10 units and the width is 5 units.","name: calculate_area
arguments:
  shape: rectangle
  dimensions:
    length: 10
    width: 5"
"I have some chicken, tomatoes and garlic. Can you find me a recipe?","name: search_recipes
arguments:
  ingredients[3]: chicken,tomatoes,garlic"
"Hi, I need to convert 1000 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from_currency: USD
  to_currency: EUR"
"Hi, I need to know the definition of 'Neural Network' in the domain of 'Computer Science'.","name: get_definition
arguments:
  term: Neural Network
  domain: Computer Science"
"Hi, I need help with calculating a tip. My bill is $85 and I want to leave a 15% tip.","name: calculate_tip
arguments:
  bill_amount: 85
  tip_percentage: 15"
"Sure, my website URL is www.mywebsite.com.","name: generate_qr_code
arguments:
  text: www.mywebsite.com"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"Hi, I need to calculate the volume of a sphere. The radius is 5 units.","name: calculate_volume
arguments:
  shape: sphere
  dimensions:
    radius: 5"
"Hi, I was born on 1990-05-15. Can you tell me how old I am?","name: calculate_age
arguments:
  date_of_birth: 1990-05-15"
"Hi, I need to know the distance between New York and Los Angeles.","name: calculate_distance
arguments:
  origin: New York
  destination: Los Angeles"
"Hi, I need a random number between 1 and 100.","name: generate_random_number
arguments:
  min: 1
  max: 100"
"Hi, I need to know the distance between New York and Los Angeles.


 Sure, let me calculate that for you. <|endoftext|>","name: calculate_distance
arguments:
  source: New York
  destination: Los Angeles"
I would like it to be 12 characters long.,"name: generate_random_password
arguments:
  length: 12"
"Hi, I need help with calculating a tip. My bill total is $85 and I want to leave a 15% tip.","name: calculate_tip
arguments:
  bill_total: 85
  tip_percentage: 15"
I would like it to be 12 characters long.,"name: generate_password
arguments:
  length: 12"
"Here it is - ""The sun sets low, the stars shine bright, the world is bathed in a soft night light. The moon is high, the air is cool, the night is calm, like a silent pool.""","name: analyze_sentiment
arguments:
  text: ""The sun sets low, the stars shine bright, the world is bathed in a soft night light. The moon is high, the air is cool, the night is calm, like a silent pool."""
I need a random number between 1 and 100.,"name: generate_random_number
arguments:
  min: 1
  max: 100"
I would like it to be 12 characters long.,"name: generate_password
arguments:
  length: 12"
"Hi, I need to know the distance between New York and Los Angeles.","name: calculate_distance
arguments:
  source: New York
  destination: Los Angeles"
"Hi, I need to convert 500 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from_currency: USD
  to_currency: EUR"
"Hey, can you get me the lyrics of the song 'Bohemian Rhapsody' by Queen?


 Sure, let me fetch that for you. <|endoftext|>","name: get_lyrics
arguments:
  song_name: Bohemian Rhapsody
  artist: Queen"
"Yes, please include symbols.","name: generate_password
arguments:
  length: 12
  include_symbols: true"
"Hi, can you tell me the current stock price of Apple?


 Sure, let me check that for you. <|endoftext|>","name: get_stock_price
arguments:
  company: Apple"
I want it to be 12 characters long and it should include both numbers and symbols.,"name: generate_password
arguments:
  length: 12
  include_numbers: true
  include_symbols: true"
"I want my username to be ""JohnDoe"", my email to be ""johndoe@example.com"", and my password to be ""password123"".","name: create_account
arguments:
  username: JohnDoe
  email: johndoe@example.com
  password: password123"
"Hi, I need to calculate the area of a rectangle. The length is 5 units and the breadth is 3 units.","name: calculate_area
arguments:
  shape: rectangle
  dimensions[2]: 5,3"
I saw a dress that I liked. It was originally priced at $100 but it's on a 20% discount. Can you tell me how much it will cost after the discount?,"name: calculate_discount
arguments:
  original_price: 100
  discount_percentage: 20"
I need a random number between 1 and 100.,"name: generate_random_number
arguments:
  min: 1
  max: 100"
"Hey, can you tell me about the movie 'Inception'?


 Sure, let me fetch the details for you. <|endoftext|>","name: get_movie_details
arguments:
  title: Inception"
"Okay, here they are. Grades: [4, 3.7, 3.3, 4, 3.7] and Credits: [3, 3, 4, 2, 3].","name: calculate_gpa
arguments:
  grades[5]: 4,3.7,3.3,4,3.7
  credits[5]: 3,3,4,2,3"
I'm in the mood for a comedy movie tonight. Can you suggest something?,"name: find_movie
arguments:
  query: comedy"
"Hi, I'm looking for a recipe for a vegan lasagna.


 Sure, I can help with that. Let me find a recipe for you. <|endoftext|>","name: search_recipe
arguments:
  query: vegan lasagna"
"Sure, it's www.mywebsite.com.","name: generate_qr_code
arguments:
  content: www.mywebsite.com"
"Hi, I need to calculate the area of a circle with a radius of 5. Can you help me with that?","name: calculate_area_of_circle
arguments:
  radius: 5"
"The recipient's email is boss@example.com. The subject is ""Monthly Report"" and the message is ""Dear Boss, Please find attached the monthly report for your review. Best, [User]"".","name: send_email
arguments:
  recipient: boss@example.com
  subject: Monthly Report
  message: ""Dear Boss, Please find attached the monthly report for your review. Best, [User]"""
I'm looking for a book but I can't remember the title. The author's name is George Orwell.,"name: search_book
arguments:
  author: George Orwell"
"Hi, I need to calculate the Fibonacci sequence up to 10. Can you help me with that?


 Sure, I can help with that. Let me calculate it for you. <|endoftext|>","name: calculate_fibonacci
arguments:
  number: 10"
"Here it is - ""Artificial intelligence (AI) is intelligence demonstrated by machines, unlike the natural intelligence displayed by humans and animals, which involves consciousness and emotionality. The distinction between the former and the latter categories is often revealed by the acronym chosen. 'Strong' AI is usually labelled as AGI (Artificial General Intelligence) while attempts to emulate 'natural' intelligence have been called ABI (Artificial Biological Intelligence).""","name: count_words
arguments:
  text: ""Artificial intelligence (AI) is intelligence demonstrated by machines, unlike the natural intelligence displayed by humans and animals, which involves consciousness and emotionality. The distinction between the former and the latter categories is often revealed by the acronym chosen. 'Strong' AI is usually labelled as AGI (Artificial General Intelligence) while attempts to emulate 'natural' intelligence have been called ABI (Artificial Biological Intelligence)."""
I want it to be 12 characters long and it should include both numbers and symbols.,"name: generate_password
arguments:
  length: 12
  include_numbers: true
  include_symbols: true"
"The text is ""Hello World"" and the key is ""mysecretkey"".","name: encrypt_text
arguments:
  text: Hello World
  key: mysecretkey"
"Hi, I was born on 1990-05-15. Can you tell me how old I am today?","name: calculate_age
arguments:
  birth_date: 1990-05-15"
I saw a dress that I liked in a store. It was priced at $200 but they are offering a 20% discount. Can you tell me how much I will have to pay after the discount?,"name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
I saw a dress that I liked. It was originally priced at $200 but it's on a 20% discount. Can you tell me how much it would cost after the discount?,"name: calculate_discounted_price
arguments:
  original_price: 200
  discount_percentage: 20"
"Hi, I need to convert 1000 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  source_currency: USD
  target_currency: EUR"
"Yes, it's www.mywebsite.com.","name: generate_qr_code
arguments:
  text: www.mywebsite.com"
"Yes, the address is 1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa.","name: check_blockchain_balance
arguments:
  address: 1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa"
"Hi, can you tell me how old I am? My birthdate is 1990-05-15.","name: calculate_age
arguments:
  birthdate: 1990-05-15"
"Hey, I need to remember to buy groceries tomorrow. Can you set a reminder for me?


 Sure, I can help you with that. Let me create a to-do item for you. <|endoftext|>","name: create_todo
arguments:
  task: Buy groceries
  due_date: tomorrow"
"Sure, it's www.mywebsite.com.","name: generate_qr_code
arguments:
  content: www.mywebsite.com"
"Hi, can you generate a random number between 1 and 100 for me?


 Of course, let me do that for you. <|endoftext|>","name: generate_random_number
arguments:
  min: 1
  max: 100"
"Yes, it's www.mywebsite.com.","name: generate_qr_code
arguments:
  text: www.mywebsite.com"
